证券代码,证券简称,细分行业,Unnamed: 3,一级行业,细分行业.1
603082.SH,北自科技,其他自动化设备,,,
300320.SZ,海达股份,其他橡胶制品,,,
002567.SZ,唐人神,畜禽饲料,,,
000558.SZ,天府文旅,自然景区,,,
301048.SZ,金鹰重工,轨交设备Ⅲ,,,
603111.SH,康尼机电,轨交设备Ⅲ,,,
688693.SH,锴威特,分立器件,,,
688173.SH,希荻微,模拟芯片设计,,,
300668.SZ,杰恩设计,工程咨询服务Ⅲ,,,
300816.SZ,艾可蓝,其他汽车零部件,,,
600568.SH,ST中珠,医院,,,
002285.SZ,世联行,房产租赁经纪,,,
002556.SZ,辉隆股份,农业综合Ⅲ,,,
300611.SZ,美力科技,底盘与发动机系统,,,
603138.SH,海量数据,IT服务Ⅲ,,,
301239.SZ,普瑞眼科,医院,,,
603587.SH,地素时尚,非运动服装,,,
300138.SZ,晨光生物,其他农产品加工,,,
300494.SZ,盛天网络,游戏Ⅲ,,,
002376.SZ,新北洋,其他计算机设备,,,
688119.SH,中钢洛耐,耐火材料,,,
000037.SZ,深南电A,火力发电,,,
603528.SH,多伦科技,垂直应用软件,,,
688512.SH,慧智微-U,模拟芯片设计,,,
603511.SH,爱慕股份,非运动服装,,,
002344.SZ,海宁皮城,商业物业经营,,,
600162.SH,香江控股,住宅开发,,,
688683.SH,莱尔科技,电子化学品Ⅲ,,,
300485.SZ,赛升药业,其他生物制品,,,
300700.SZ,岱勒新材,磨具磨料,,,
001316.SZ,润贝航科,油品石化贸易,,,
603210.SH,泰鸿万立,其他汽车零部件,,,
603767.SH,中马传动,底盘与发动机系统,,,
300629.SZ,新劲刚,军工电子Ⅲ,,,
000862.SZ,银星能源,风力发电,,,
002523.SZ,天桥起重,能源及重型设备,,,
300905.SZ,宝丽迪,其他化学纤维,,,
600694.SH,大商股份,多业态零售,,,
603007.SH,*ST花王,园林工程,,,
300706.SZ,阿石创,半导体材料,,,
603187.SH,海容冷链,制冷空调设备,,,
600336.SH,澳柯玛,冰洗,,,
002953.SZ,日丰股份,线缆部件及其他,,,
300016.SZ,北陆药业,化学制剂,,,
688381.SH,帝奥微,模拟芯片设计,,,
002728.SZ,特一药业,中药Ⅲ,,,
300797.SZ,钢研纳克,检测服务,,,
002026.SZ,山东威达,金属制品,,,
300368.SZ,汇金股份,其他计算机设备,,,
002886.SZ,沃特股份,改性塑料,,,
000042.SZ,中洲控股,住宅开发,,,
000726.SZ,鲁泰A,棉纺,,,
688607.SH,康众医疗,医疗设备,,,
002132.SZ,恒星科技,金属制品,,,
605162.SH,新中港,热力服务,,,
688419.SH,耐科装备,半导体设备,,,
603421.SH,鼎信通讯,通信网络设备及器件,,,
688339.SH,亿华通-U,燃料电池,,,
003019.SZ,宸展光电,面板,,,
688170.SH,德龙激光,激光设备,,,
600743.SH,华远控股,住宅开发,,,
920571.BJ,国航远洋,航运,,,
002177.SZ,御银股份,其他计算机设备,,,
603310.SH,巍华新材,氟化工,,,
600197.SH,伊力特,白酒Ⅲ,,,
002637.SZ,赞宇科技,其他化学制品,,,
300801.SZ,泰和科技,其他化学制品,,,
600979.SH,广安爱众,电能综合服务,,,
002401.SZ,中远海科,IT服务Ⅲ,,,
002627.SZ,三峡旅游,旅游综合,,,
300749.SZ,顶固集创,定制家居,,,
000793.SZ,*ST华闻,大众出版,,,
301230.SZ,泓博医药,医疗研发外包,,,
600523.SH,贵航股份,其他汽车零部件,,,
300121.SZ,阳谷华泰,橡胶助剂,,,
301398.SZ,星源卓镁,车身附件及饰件,,,
605577.SH,龙版传媒,教育出版,,,
300149.SZ,睿智医药,医疗研发外包,,,
603598.SH,引力传媒,营销代理,,,
603380.SH,易德龙,消费电子零部件及组装,,,
300652.SZ,雷迪克,轮胎轮毂,,,
301117.SZ,佳缘科技,安防设备,,,
688117.SH,圣诺生物,化学制剂,,,
301365.SZ,矩阵股份,工程咨询服务Ⅲ,,,
603727.SH,博迈科,油气及炼化工程,,,
003002.SZ,壶化股份,民爆制品,,,
601002.SH,晋亿实业,金属制品,,,
600237.SH,铜峰电子,被动元件,,,
600814.SH,杭州解百,百货,,,
000886.SZ,海南高速,高速公路,,,
600939.SH,重庆建工,房屋建设Ⅲ,,,
300161.SZ,华中数控,机床工具,,,
300622.SZ,博士眼镜,专业连锁Ⅲ,,,
300812.SZ,易天股份,消费电子零部件及组装,,,
600135.SH,乐凯胶片,膜材料,,,
300964.SZ,本川智能,印制电路板,,,
603336.SH,宏辉果蔬,其他种植业,,,
603466.SH,风语筑,其他数字媒体,,,
300973.SZ,立高食品,烘焙食品,,,
601518.SH,吉林高速,高速公路,,,
301568.SZ,思泰克,其他自动化设备,,,
603212.SH,赛伍技术,光伏辅材,,,
605018.SH,长华集团,其他汽车零部件,,,
600769.SH,祥龙电业,水务及水治理,,,
600605.SH,汇通能源,商业物业经营,,,
605268.SH,王力安防,定制家居,,,
603966.SH,法兰泰克,能源及重型设备,,,
002528.SZ,ST英飞拓,安防设备,,,
300228.SZ,富瑞特装,金属制品,,,
000993.SZ,闽东电力,水力发电,,,
002735.SZ,王子新材,塑料包装,,,
002161.SZ,远望谷,其他电子Ⅲ,,,
605006.SH,山东玻纤,玻纤制造,,,
603610.SH,麒盛科技,成品家居,,,
002481.SZ,双塔食品,其他农产品加工,,,
300889.SZ,爱克股份,LED,,,
688662.SH,富信科技,其他电子Ⅲ,,,
002370.SZ,亚太药业,化学制剂,,,
301668.SZ,昊创瑞通,配电设备,,,
600073.SH,光明肉业,肉制品,,,
603222.SH,济民健康,医疗耗材,,,
600796.SH,钱江生化,水务及水治理,,,
001328.SZ,登康口腔,洗护用品,,,
603270.SH,金帝股份,金属制品,,,
002538.SZ,ST司特,复合肥,,,
300758.SZ,七彩化学,涂料油墨,,,
002793.SZ,罗欣药业,化学制剂,,,
301028.SZ,鼎熔岩,其他通用设备,,,
300606.SZ,金太阳,磨具磨料,,,
603012.SH,创力集团,能源及重型设备,,,
300831.SZ,派瑞股份,分立器件,,,
600681.SH,百川能源,燃气Ⅲ,,,
600300.SH,维维股份,软饮料,,,
301516.SZ,中远通,其他电源设备Ⅲ,,,
301007.SZ,德迈仕,底盘与发动机系统,,,
300603.SZ,立昂技术,通信工程及服务,,,
301149.SZ,隆华新材,其他化学制品,,,
002586.SZ,ST围海,基建市政工程,,,
603398.SH,*ST沐邦,硅料硅片,,,
600790.SH,轻纺城,商业物业经营,,,
300552.SZ,万集科技,其他计算机设备,,,
301595.SZ,太力科技,其他家居用品,,,
000819.SZ,岳阳兴长,其他石化,,,
301501.SZ,恒鑫生活,其他家居用品,,,
688653.SH,康希通信,模拟芯片设计,,,
603931.SH,格林达,电子化学品Ⅲ,,,
301235.SZ,华康洁净,医疗设备,,,
603912.SH,佳力图,制冷空调设备,,,
600495.SH,晋西车轴,轨交设备Ⅲ,,,
300911.SZ,亿田智能,厨房电器,,,
688168.SH,安博通,横向通用软件,,,
301213.SZ,观想科技,军工电子Ⅲ,,,
603703.SH,盛洋科技,LED,,,
605377.SH,华旺科技,特种纸,,,
603429.SH,*ST集友,纸包装,,,
002570.SZ,贝因美,乳品,,,
300488.SZ,恒锋工具,金属制品,,,
001313.SZ,粤海饲料,水产饲料,,,
002469.SZ,三维化学,化学工程,,,
002109.SZ,兴化股份,其他化学原料,,,
000665.SZ,湖北广电,电视广播Ⅲ,,,
301110.SZ,青木科技,电商服务,,,
600551.SH,时代出版,大众出版,,,
600165.SH,ST宁科,其他化学制品,,,
688429.SH,时创能源,光伏电池组件,,,
600067.SH,冠城新材,线缆部件及其他,,,
000920.SZ,沃顿科技,膜材料,,,
002522.SZ,浙江众成,膜材料,,,
603758.SH,秦安股份,底盘与发动机系统,,,
603069.SH,海汽集团,公交,,,
002640.SZ,跨境通,跨境电商,,,
603097.SH,江苏华辰,输变电设备,,,
300887.SZ,谱尼测试,检测服务,,,
300867.SZ,圣元环保,固废治理,,,
002441.SZ,众业达,配电设备,,,
300310.SZ,宜通世纪,通信工程及服务,,,
300473.SZ,德尔股份,其他汽车零部件,,,
002724.SZ,海洋王,照明设备Ⅲ,,,
603660.SH,苏州科达,其他计算机设备,,,
002919.SZ,名臣健康,游戏Ⅲ,,,
002559.SZ,亚威股份,机床工具,,,
300793.SZ,佳禾智能,消费电子零部件及组装,,,
300755.SZ,华致酒行,专业连锁Ⅲ,,,
603829.SH,洛凯股份,配电设备,,,
688733.SH,壹石通,电池化学品,,,
300271.SZ,华宇软件,IT服务Ⅲ,,,
688267.SH,中触媒,其他化学制品,,,
603170.SH,宝立食品,调味发酵品Ⅲ,,,
688010.SH,福光股份,光学元件,,,
688335.SH,复洁科技,水务及水治理,,,
603381.SH,永臻股份,光伏辅材,,,
300733.SZ,西菱动力,底盘与发动机系统,,,
688073.SH,毕得医药,医疗研发外包,,,
603062.SH,麦加芯彩,涂料油墨,,,
301228.SZ,实朴检测,检测服务,,,
688101.SH,三达膜,水务及水治理,,,
600725.SH,云维股份,焦炭Ⅲ,,,
301393.SZ,昊帆生物,其他生物制品,,,
300590.SZ,移为通信,通信终端及配件,,,
002609.SZ,捷顺科技,IT服务Ⅲ,,,
300259.SZ,新天科技,仪器仪表,,,
300689.SZ,澄天伟业,通信终端及配件,,,
300802.SZ,矩子科技,其他自动化设备,,,
002160.SZ,常铝股份,铝,,,
000919.SZ,金陵药业,化学制剂,,,
000822.SZ,山东海化,纯碱,,,
920239.BJ,长虹能源,锂电池,,,
301202.SZ,朗威股份,其他通信设备,,,
001380.SZ,华纬科技,底盘与发动机系统,,,
301206.SZ,三元生物,食品及饲料添加剂,,,
688719.SH,爱科赛博,其他电源设备Ⅲ,,,
300219.SZ,鸿利智汇,LED,,,
002406.SZ,远东传动,底盘与发动机系统,,,
300388.SZ,节能国祯,水务及水治理,,,
603636.SH,南威软件,IT服务Ⅲ,,,
601065.SH,江盐集团,纯碱,,,
688389.SH,普门科技,体外诊断,,,
300917.SZ,特发服务,物业管理,,,
600479.SH,千金药业,中药Ⅲ,,,
002658.SZ,雪迪龙,环保设备Ⅲ,,,
603004.SH,鼎龙科技,其他化学制品,,,
002589.SZ,瑞康医药,医药流通,,,
300869.SZ,康泰医学,医疗设备,,,
603408.SH,建霖家居,卫浴制品,,,
600758.SH,辽宁能源,焦煤,,,
301013.SZ,利和兴,其他专用设备,,,
000655.SZ,金岭矿业,铁矿石,,,
001238.SZ,浙江正特,娱乐用品,,,
600609.SH,金杯汽车,车身附件及饰件,,,
600189.SH,泉阳泉,软饮料,,,
603344.SH,星德胜,电机Ⅲ,,,
600730.SH,中国高科,培训教育,,,
603978.SH,深圳新星,其他金属新材料,,,
301596.SZ,瑞迪智驱,金属制品,,,
002191.SZ,劲嘉股份,纸包装,,,
920015.BJ,锦华新材,有机硅,,,
300084.SZ,海默科技,能源及重型设备,,,
300061.SZ,旗天科技,营销代理,,,
301133.SZ,金钟股份,车身附件及饰件,,,
300712.SZ,永福股份,其他专业工程,,,
603130.SH,云中马,其他纺织,,,
301328.SZ,维峰电子,其他电子Ⅲ,,,
600199.SH,金种子酒,白酒Ⅲ,,,
603666.SH,亿嘉和,机器人,,,
688103.SH,国力电子,其他电子Ⅲ,,,
603105.SH,芯能科技,光伏发电,,,
600800.SH,渤海化学,其他石化,,,
002154.SZ,报喜鸟,非运动服装,,,
688345.SH,博力威,锂电池,,,
603611.SH,诺力股份,工程机械整机,,,
300836.SZ,佰奥智能,其他专用设备,,,
000096.SZ,广聚能源,油品石化贸易,,,
603365.SH,水星家纺,家纺,,,
600880.SH,博瑞传播,教育运营及其他,,,
300592.SZ,华凯易佰,跨境电商,,,
301073.SZ,君亭酒店,酒店,,,
600152.SH,维科技术,锂电池,,,
002983.SZ,芯瑞达,LED,,,
688721.SH,龙图光罩,半导体材料,,,
002642.SZ,荣联科技,IT服务Ⅲ,,,
003036.SZ,泰坦股份,纺织服装设备,,,
600340.SH,华夏幸福,产业地产,,,
002564.SZ,天沃科技,其他专业工程,,,
002973.SZ,侨银股份,固废治理,,,
002124.SZ,天邦食品,生猪养殖,,,
600684.SH,珠江股份,房地产综合服务,,,
688309.SH,恒誉环保,环保设备Ⅲ,,,
002989.SZ,中天精装,装修装饰Ⅲ,,,
601199.SH,江南水务,水务及水治理,,,
600976.SH,健民集团,中药Ⅲ,,,
301085.SZ,亚康股份,IT服务Ⅲ,,,
688410.SH,山外山,医疗设备,,,
002111.SZ,威海广泰,航空装备Ⅲ,,,
301168.SZ,通灵股份,光伏电池组件,,,
300532.SZ,今天国际,IT服务Ⅲ,,,
300584.SZ,海辰药业,化学制剂,,,
600178.SH,东安动力,底盘与发动机系统,,,
002746.SZ,仙坛股份,肉鸡养殖,,,
300715.SZ,凯伦股份,防水材料,,,
600984.SH,建设机械,工程机械整机,,,
603776.SH,永安行,摩托车,,,
600881.SH,亚泰集团,综合Ⅲ,,,
002088.SZ,鲁阳节能,耐火材料,,,
002582.SZ,好想你,零食,,,
300767.SZ,震安科技,其他橡胶制品,,,
603777.SH,来伊份,零食,,,
002375.SZ,亚厦股份,装修装饰Ⅲ,,,
301560.SZ,众捷汽车,底盘与发动机系统,,,
600658.SH,电子城,产业地产,,,
002189.SZ,中光学,军工电子Ⅲ,,,
300307.SZ,慈星股份,纺织服装设备,,,
002035.SZ,华帝股份,厨房电器,,,
300873.SZ,海晨股份,中间产品及消费品供应链服务,,,
600626.SH,申达股份,车身附件及饰件,,,
603035.SH,常熟汽饰,车身附件及饰件,,,
002339.SZ,积成电子,电网自动化设备,,,
002606.SZ,大连电瓷,线缆部件及其他,,,
002059.SZ,云南旅游,人工景区,,,
600121.SH,郑州煤电,动力煤,,,
002134.SZ,天津普林,印制电路板,,,
688623.SH,双元科技,其他自动化设备,,,
605378.SH,野马电池,蓄电池及其他电池,,,
301397.SZ,溯联股份,底盘与发动机系统,,,
603081.SH,大丰实业,其他专用设备,,,
002303.SZ,美盈森,纸包装,,,
688580.SH,伟思医疗,医疗设备,,,
301187.SZ,欧圣电气,清洁小家电,,,
000713.SZ,国投丰乐,种子,,,
002758.SZ,浙农股份,复合肥,,,
300332.SZ,天壕能源,燃气Ⅲ,,,
002573.SZ,清新环境,水务及水治理,,,
300632.SZ,光莆股份,LED,,,
000417.SZ,合百集团,多业态零售,,,
301419.SZ,阿莱德,通信网络设备及器件,,,
301172.SZ,君逸数码,IT服务Ⅲ,,,
002676.SZ,顺威股份,家电零部件Ⅲ,,,
300859.SZ,西域旅游,自然景区,,,
603060.SH,国检集团,检测服务,,,
688530.SH,欧莱新材,半导体材料,,,
603711.SH,香飘飘,软饮料,,,
603217.SH,元利科技,其他化学制品,,,
300111.SZ,向日葵,化学制剂,,,
600283.SH,钱江水利,水务及水治理,,,
002117.SZ,东港股份,印刷,,,
300453.SZ,三鑫医疗,医疗耗材,,,
002367.SZ,康力电梯,楼宇设备,,,
301075.SZ,多瑞医药,化学制剂,,,
603291.SH,联合水务,水务及水治理,,,
301058.SZ,中粮科工,工程咨询服务Ⅲ,,,
002449.SZ,国星光电,LED,,,
301211.SZ,亨迪药业,原料药,,,
300385.SZ,雪浪环境,大气治理,,,
600212.SH,绿能慧充,其他电源设备Ⅲ,,,
000659.SZ,珠海中富,塑料包装,,,
300879.SZ,大叶股份,农用机械,,,
301003.SZ,江苏博云,改性塑料,,,
688360.SH,德马科技,其他通用设备,,,
603155.SH,新亚强,有机硅,,,
300871.SZ,回盛生物,动物保健Ⅲ,,,
301259.SZ,艾布鲁,综合环境治理,,,
603058.SH,永吉股份,纸包装,,,
688290.SH,景业智能,机器人,,,
002823.SZ,凯中精密,电机Ⅲ,,,
002889.SZ,东方嘉盛,中间产品及消费品供应链服务,,,
605058.SH,澳弘电子,印制电路板,,,
001223.SZ,欧克科技,其他自动化设备,,,
301507.SZ,民生健康,化学制剂,,,
002641.SZ,公元股份,管材,,,
600101.SH,明星电力,电能综合服务,,,
002395.SZ,双象股份,合成树脂,,,
688269.SH,凯立新材,其他化学制品,,,
000530.SZ,冰山冷热,制冷空调设备,,,
002040.SZ,南京港,港口,,,
003033.SZ,征和工业,摩托车,,,
300936.SZ,中英科技,印制电路板,,,
300983.SZ,尤安设计,工程咨询服务Ⅲ,,,
002301.SZ,齐心集团,文化用品,,,
002479.SZ,富春环保,热力服务,,,
000011.SZ,深物业A,住宅开发,,,
301509.SZ,金凯生科,医疗研发外包,,,
300980.SZ,祥源新材,其他塑料制品,,,
688479.SH,友车科技,垂直应用软件,,,
002677.SZ,浙江美大,厨房电器,,,
301186.SZ,超达装备,其他汽车零部件,,,
600714.SH,金瑞矿业,无机盐,,,
603869.SH,ST智知,IT服务Ⅲ,,,
600173.SH,卧龙新能,住宅开发,,,
688299.SH,长阳科技,面板,,,
603409.SH,汇通控股,车身附件及饰件,,,
300354.SZ,东华测试,仪器仪表,,,
603015.SH,弘讯科技,工控设备,,,
603322.SH,超讯通信,通信工程及服务,,,
002033.SZ,丽江股份,自然景区,,,
688023.SH,安恒信息,横向通用软件,,,
300022.SZ,吉峰科技,专业连锁Ⅲ,,,
603716.SH,塞力医疗,医药流通,,,
600261.SH,阳光照明,照明设备Ⅲ,,,
300197.SZ,节能铁汉,园林工程,,,
300940.SZ,南极光,LED,,,
300194.SZ,福安药业,化学制剂,,,
688767.SH,博拓生物,体外诊断,,,
301053.SZ,远信工业,纺织服装设备,,,
300157.SZ,新锦动力,其他通用设备,,,
603387.SH,基蛋生物,体外诊断,,,
000507.SZ,珠海港,风力发电,,,
300523.SZ,辰安科技,IT服务Ⅲ,,,
002066.SZ,瑞泰科技,耐火材料,,,
600822.SH,上海物贸,汽车经销商,,,
603018.SH,华设集团,工程咨询服务Ⅲ,,,
000505.SZ,京粮控股,粮油加工,,,
688066.SH,航天宏图,IT服务Ⅲ,,,
301370.SZ,国科恒泰,医疗耗材,,,
603206.SH,嘉环科技,通信工程及服务,,,
002917.SZ,金奥博,民爆制品,,,
001279.SZ,强邦新材,印刷,,,
600962.SH,国投中鲁,果蔬加工,,,
600960.SH,渤海汽车,底盘与发动机系统,,,
300272.SZ,开能健康,清洁小家电,,,
603918.SH,金桥信息,IT服务Ⅲ,,,
603126.SH,中材节能,环保设备Ⅲ,,,
002431.SZ,棕榈股份,园林工程,,,
920978.BJ,开特股份,底盘与发动机系统,,,
688699.SH,明微电子,模拟芯片设计,,,
000404.SZ,长虹华意,家电零部件Ⅲ,,,
601113.SH,华鼎股份,锦纶,,,
300248.SZ,新开普,其他计算机设备,,,
688075.SH,安旭生物,体外诊断,,,
603209.SH,兴通股份,航运,,,
300690.SZ,双一科技,风电零部件,,,
300683.SZ,海特生物,医疗研发外包,,,
301002.SZ,崧盛股份,输变电设备,,,
600168.SH,武汉控股,水务及水治理,,,
920060.BJ,万源通,印制电路板,,,
000903.SZ,ST云动,底盘与发动机系统,,,
301449.SZ,天溯计量,检测服务,,,
001396.SZ,誉帆科技,基建市政工程,,,
688215.SH,瑞晟智能,其他自动化设备,,,
600526.SH,菲达环保,环保设备Ⅲ,,,
603958.SH,哈森股份,鞋帽及其他,,,
301226.SZ,祥明智能,电机Ⅲ,,,
300968.SZ,格林精密,消费电子零部件及组装,,,
002616.SZ,长青集团,其他能源发电,,,
002996.SZ,顺博合金,铝,,,
300571.SZ,平治信息,通信应用增值服务,,,
002542.SZ,中化岩土,其他专业工程,,,
300626.SZ,华瑞股份,电机Ⅲ,,,
688606.SH,奥泰生物,体外诊断,,,
301379.SZ,天山电子,面板,,,
300430.SZ,诚益通,其他通用设备,,,
603315.SH,福鞍股份,大气治理,,,
603285.SH,键邦股份,其他化学制品,,,
001325.SZ,元创股份,其他橡胶制品,,,
300067.SZ,安诺其,纺织化学制品,,,
000586.SZ,汇源通信,通信线缆及配套,,,
300071.SZ,福石控股,营销代理,,,
605300.SH,佳禾食品,乳品,,,
600558.SH,大西洋,金属制品,,,
002554.SZ,惠博普,油气及炼化工程,,,
603333.SH,尚纬股份,线缆部件及其他,,,
600076.SH,康欣新材,综合包装,,,
688455.SH,科捷智能,其他自动化设备,,,
002581.SZ,ST未名,其他生物制品,,,
300830.SZ,金现代,垂直应用软件,,,
001216.SZ,华瓷股份,其他家居用品,,,
300551.SZ,古鳌科技,其他计算机设备,,,
603107.SH,上海汽配,底盘与发动机系统,,,
300318.SZ,博晖创新,血液制品,,,
603382.SH,海阳科技,锦纶,,,
603068.SH,博通集成,模拟芯片设计,,,
600593.SH,大连圣亚,人工景区,,,
301190.SZ,善水科技,其他化学原料,,,
002322.SZ,理工能科,垂直应用软件,,,
300542.SZ,新晨科技,垂直应用软件,,,
920593.BJ,鼎智科技,机器人,,,
603165.SH,荣晟环保,大宗用纸,,,
300326.SZ,ST凯利,医疗耗材,,,
002783.SZ,凯龙股份,民爆制品,,,
002005.SZ,ST德豪,厨房小家电,,,
300062.SZ,中能电气,输变电设备,,,
300384.SZ,三联虹普,化学工程,,,
000546.SZ,金圆股份,固废治理,,,
300881.SZ,盛德鑫泰,特钢Ⅲ,,,
